DATA,LOJA,BANDEIRA,MODALIDADE,MODULO,VALOR\_BRUTO,TAXA\_PERC,TARIFA\_ADQ,DATA\_PREVISTA,LIQUIDO\_PREVISTO
05/03/2026,Matriz,PIX,PIX,Online,"R$ 524,92","0,30%","R$ 15,99",05/04/2026,"R$ 507,36"
25/03/2026,Filial 1,Visa,PIX,POS,"R$ 836,83","0,30%","R$ 15,46",19/04/2026,"R$ 818,86"
14/03/2026,Filial 1,Elo,Débito,POS,"R$ 116,08","0,75%","R$ 1,55",18/04/2026,"R$ 113,66"
31/03/2026,Filial 1,Amex,Crédito,POS,"R$ 504,18","2,00%","R$ 22,07",11/04/2026,"R$ 472,03"
01/03/2026,Filial 1,Elo,Crédito,Online,"R$ 511,88","2,00%","R$ 1,84",24/04/2026,"R$ 499,80"
21/03/2026,Filial 1,Amex,Crédito,POS,"R$ 375,98","2,00%","R$ 18,44",07/04/2026,"R$ 350,02"
30/03/2026,Filial 1,Amex,PIX,Online,"R$ 569,76","0,30%","R$ 21,40",18/04/2026,"R$ 546,65"
17/03/2026,Filial 1,Elo,Voucher,POS,"R$ 819,89","7,00%","R$ 2,39",01/05/2026,"R$ 760,11"
11/03/2026,Matriz,Mastercard,Crédito,POS,"R$ 779,76","2,00%","R$ 9,32",06/04/2026,"R$ 754,84"
21/03/2026,Matriz,PIX,Crédito,TEF,"R$ 404,61","2,00%","R$ 16,46",15/04/2026,"R$ 380,06"
10/03/2026,Matriz,PIX,Crédito,POS,"R$ 765,13","2,00%","R$ 6,36",16/04/2026,"R$ 743,47"
23/03/2026,Matriz,Elo,Crédito,POS,"R$ 526,94","2,00%","R$ 0,53",18/04/2026,"R$ 515,87"
24/03/2026,Matriz,Elo,PIX,TEF,"R$ 558,40","0,30%","R$ 11,88",13/04/2026,"R$ 544,84"
05/03/2026,Filial 1,PIX,Crédito,POS,"R$ 692,86","2,00%","R$ 9,85",12/04/2026,"R$ 669,15"
23/03/2026,Filial 1,PIX,PIX,Online,"R$ 323,13","0,30%","R$ 5,44",09/04/2026,"R$ 316,72"
27/03/2026,Filial 1,Amex,Crédito,TEF,"R$ 163,27","2,00%","R$ 19,52",14/04/2026,"R$ 140,48"
01/04/2026,Matriz,PIX,Débito,Online,"R$ 863,99","0,75%","R$ 2,88",04/04/2026,"R$ 854,63"
01/04/2026,Filial 1,Visa,Crédito,POS,"R$ 399,89","2,00%","R$ 10,89",16/04/2026,"R$ 381,00"
01/04/2026,Matriz,Elo,PIX,TEF,"R$ 727,15","0,30%","R$ 8,13",08/04/2026,"R$ 716,84"
01/04/2026,Filial 1,Amex,Voucher,Online,"R$ 160,53","7,00%","R$ 11,25",05/04/2026,"R$ 138,04"
01/04/2026,Matriz,Mastercard,Débito,POS,"R$ 411,32","0,75%","R$ 2,53",02/04/2026,"R$ 405,71"
02/04/2026,Matriz,PIX,Débito,Online,"R$ 591,66","0,75%","R$ 5,11",08/04/2026,"R$ 582,11"
02/04/2026,Filial 1,Visa,Crédito,POS,"R$ 927,70","2,00%","R$ 17,05",16/04/2026,"R$ 892,10"
02/04/2026,Matriz,Elo,PIX,TEF,"R$ 470,97","0,30%","R$ 6,57",01/05/2026,"R$ 462,99"
02/04/2026,Filial 1,Amex,Voucher,Online,"R$ 415,27","7,00%","R$ 5,71",14/04/2026,"R$ 380,49"
02/04/2026,Matriz,Mastercard,Débito,POS,"R$ 154,25","0,75%","R$ 15,33",13/04/2026,"R$ 137,76"
03/04/2026,Matriz,PIX,Débito,Online,"R$ 934,58","0,75%","R$ 5,05",01/05/2026,"R$ 922,52"
03/04/2026,Filial 1,Visa,Crédito,POS,"R$ 583,91","2,00%","R$ 2,23",23/04/2026,"R$ 570,00"
03/04/2026,Matriz,Elo,PIX,TEF,"R$ 304,53","0,30%","R$ 3,64",22/04/2026,"R$ 299,98"
03/04/2026,Filial 1,Amex,Voucher,Online,"R$ 844,08","7,00%","R$ 2,85",21/04/2026,"R$ 782,14"
03/04/2026,Matriz,Mastercard,Débito,POS,"R$ 702,96","0,75%","R$ 7,67",15/04/2026,"R$ 690,02"
04/04/2026,Matriz,PIX,Débito,Online,"R$ 245,61","0,75%","R$ 11,06",07/04/2026,"R$ 232,71"
04/04/2026,Filial 1,Visa,Crédito,POS,"R$ 157,53","2,00%","R$ 2,13",27/04/2026,"R$ 152,25"
04/04/2026,Matriz,Elo,PIX,TEF,"R$ 561,05","0,30%","R$ 11,32",16/04/2026,"R$ 548,05"
04/04/2026,Filial 1,Amex,Voucher,Online,"R$ 261,15","7,00%","R$ 2,43",26/04/2026,"R$ 240,44"
04/04/2026,Matriz,Mastercard,Débito,POS,"R$ 819,41","0,75%","R$ 8,68",18/04/2026,"R$ 804,58"
05/04/2026,Matriz,PIX,Débito,Online,"R$ 11,11","0,75%","R$ 8,16",02/05/2026,"R$ 2,87"
05/04/2026,Filial 1,Visa,Crédito,POS,"R$ 702,29","2,00%","R$ 0,41",21/04/2026,"R$ 687,83"
05/04/2026,Matriz,Elo,PIX,TEF,"R$ 770,40","0,30%","R$ 3,40",29/04/2026,"R$ 764,69"
05/04/2026,Filial 1,Amex,Voucher,Online,"R$ 657,87","7,00%","R$ 3,63",16/04/2026,"R$ 608,19"
05/04/2026,Matriz,Mastercard,Débito,POS,"R$ 942,84","0,75%","R$ 11,81",12/04/2026,"R$ 923,96"
06/04/2026,Matriz,PIX,Débito,Online,"R$ 409,11","0,75%","R$ 1,51",02/05/2026,"R$ 404,53"
06/04/2026,Filial 1,Visa,Crédito,POS,"R$ 169,19","2,00%","R$ 17,37",18/04/2026,"R$ 148,44"
06/04/2026,Matriz,Elo,PIX,TEF,"R$ 506,79","0,30%","R$ 2,76",12/04/2026,"R$ 502,51"
06/04/2026,Filial 1,Amex,Voucher,Online,"R$ 893,97","7,00%","R$ 6,02",01/05/2026,"R$ 825,37"
06/04/2026,Matriz,Mastercard,Débito,POS,"R$ 80,70","0,75%","R$ 0,82",26/04/2026,"R$ 79,27"
07/04/2026,Matriz,PIX,Débito,Online,"R$ 290,16","0,75%","R$ 8,97",27/04/2026,"R$ 279,01"
07/04/2026,Filial 1,Visa,Crédito,POS,"R$ 541,17","2,00%","R$ 2,28",02/05/2026,"R$ 528,07"
07/04/2026,Matriz,Elo,PIX,TEF,"R$ 263,18","0,30%","R$ 13,76",25/04/2026,"R$ 248,63"
07/04/2026,Filial 1,Amex,Voucher,Online,"R$ 544,37","7,00%","R$ 3,91",06/05/2026,"R$ 502,35"
07/04/2026,Matriz,Mastercard,Débito,POS,"R$ 592,08","0,75%","R$ 3,22",09/04/2026,"R$ 584,42"
08/04/2026,Matriz,PIX,Débito,Online,"R$ 654,99","0,75%","R$ 9,07",16/04/2026,"R$ 641,01"
08/04/2026,Filial 1,Visa,Crédito,POS,"R$ 254,80","2,00%","R$ 0,59",05/05/2026,"R$ 249,11"
08/04/2026,Matriz,Elo,PIX,TEF,"R$ 356,95","0,30%","R$ 2,16",15/04/2026,"R$ 353,72"
08/04/2026,Filial 1,Amex,Voucher,Online,"R$ 849,28","7,00%","R$ 5,61",11/04/2026,"R$ 784,22"
08/04/2026,Matriz,Mastercard,Débito,POS,"R$ 201,59","0,75%","R$ 2,91",13/04/2026,"R$ 197,17"
09/04/2026,Matriz,PIX,Débito,Online,"R$ 699,11","0,75%","R$ 10,41",22/04/2026,"R$ 683,46"
09/04/2026,Filial 1,Visa,Crédito,POS,"R$ 484,54","2,00%","R$ 11,78",13/04/2026,"R$ 463,07"
09/04/2026,Matriz,Elo,PIX,TEF,"R$ 16,63","0,30%","R$ 4,62",23/04/2026,"R$ 11,96"
09/04/2026,Filial 1,Amex,Voucher,Online,"R$ 818,85","7,00%","R$ 10,41",14/04/2026,"R$ 751,12"
09/04/2026,Matriz,Mastercard,Débito,POS,"R$ 416,69","0,75%","R$ 20,93",10/04/2026,"R$ 392,63"
10/04/2026,Matriz,PIX,Débito,Online,"R$ 297,59","0,75%","R$ 10,44",20/04/2026,"R$ 284,92"
10/04/2026,Filial 1,Visa,Crédito,POS,"R$ 628,31","2,00%","R$ 11,40",17/04/2026,"R$ 604,34"
10/04/2026,Matriz,Elo,PIX,TEF,"R$ 733,93","0,30%","R$ 10,22",22/04/2026,"R$ 721,51"
10/04/2026,Filial 1,Amex,Voucher,Online,"R$ 883,09","7,00%","R$ 5,08",13/04/2026,"R$ 816,19"
10/04/2026,Matriz,Mastercard,Débito,POS,"R$ 526,86","0,75%","R$ 5,22",26/04/2026,"R$ 517,69"
11/04/2026,Matriz,PIX,Débito,Online,"R$ 574,72","0,75%","R$ 6,71",22/04/2026,"R$ 563,70"
11/04/2026,Filial 1,Visa,Crédito,POS,"R$ 325,38","2,00%","R$ 5,33",18/04/2026,"R$ 313,54"
11/04/2026,Matriz,Elo,PIX,TEF,"R$ 95,03","0,30%","R$ 8,20",24/04/2026,"R$ 86,54"
11/04/2026,Filial 1,Amex,Voucher,Online,"R$ 731,16","7,00%","R$ 12,24",19/04/2026,"R$ 667,74"
11/04/2026,Matriz,Mastercard,Débito,POS,"R$ 683,32","0,75%","R$ 3,93",05/05/2026,"R$ 674,27"
12/04/2026,Matriz,PIX,Débito,Online,"R$ 896,42","0,75%","R$ 6,12",15/04/2026,"R$ 883,58"
12/04/2026,Filial 1,Visa,Crédito,POS,"R$ 514,58","2,00%","R$ 9,95",17/04/2026,"R$ 494,34"
12/04/2026,Matriz,Elo,PIX,TEF,"R$ 821,86","0,30%","R$ 3,15",25/04/2026,"R$ 816,24"
12/04/2026,Filial 1,Amex,Voucher,Online,"R$ 985,41","7,00%","R$ 2,36",16/04/2026,"R$ 914,07"
12/04/2026,Matriz,Mastercard,Débito,POS,"R$ 282,17","0,75%","R$ 5,64",04/04/2026,"R$ 274,41"
13/04/2026,Matriz,PIX,Débito,Online,"R$ 212,88","0,75%","R$ 7,47",09/04/2026,"R$ 203,81"
13/04/2026,Filial 1,Visa,Crédito,POS,"R$ 160,25","2,00%","R$ 9,00",09/04/2026,"R$ 148,05"
13/04/2026,Matriz,Elo,PIX,TEF,"R$ 862,93","0,30%","R$ 10,13",28/04/2026,"R$ 850,21"
13/04/2026,Filial 1,Amex,Voucher,Online,"R$ 775,11","7,00%","R$ 3,10",05/04/2026,"R$ 717,75"
13/04/2026,Matriz,Mastercard,Débito,POS,"R$ 721,34","0,75%","R$ 3,48",30/04/2026,"R$ 712,45"
14/04/2026,Matriz,PIX,Débito,Online,"R$ 23,51","0,75%","R$ 3,99",16/04/2026,"R$ 19,34"
14/04/2026,Filial 1,Visa,Crédito,POS,"R$ 36,50","2,00%","R$ 5,15",26/04/2026,"R$ 30,62"
14/04/2026,Matriz,Elo,PIX,TEF,"R$ 377,38","0,30%","R$ 1,03",17/04/2026,"R$ 375,22"
14/04/2026,Filial 1,Amex,Voucher,Online,"R$ 133,59","7,00%","R$ 9,18",03/05/2026,"R$ 115,06"
14/04/2026,Matriz,Mastercard,Débito,POS,"R$ 381,71","0,75%","R$ 10,29",02/04/2026,"R$ 368,56"
15/04/2026,Matriz,PIX,Débito,Online,"R$ 748,40","0,75%","R$ 2,87",23/04/2026,"R$ 739,92"
15/04/2026,Filial 1,Visa,Crédito,POS,"R$ 926,30","2,00%","R$ 8,18",09/04/2026,"R$ 899,59"
15/04/2026,Matriz,Elo,PIX,TEF,"R$ 118,64","0,30%","R$ 11,77",01/05/2026,"R$ 106,51"
15/04/2026,Filial 1,Amex,Voucher,Online,"R$ 333,62","7,00%","R$ 15,12",03/04/2026,"R$ 295,15"
15/04/2026,Matriz,Mastercard,Débito,POS,"R$ 871,81","0,75%","R$ 3,34",02/05/2026,"R$ 861,93"
16/04/2026,Matriz,PIX,Débito,Online,"R$ 568,63","0,75%","R$ 4,25",04/05/2026,"R$ 560,12"
16/04/2026,Filial 1,Visa,Crédito,POS,"R$ 131,60","2,00%","R$ 10,07",16/04/2026,"R$ 118,90"
16/04/2026,Matriz,Elo,PIX,TEF,"R$ 841,49","0,30%","R$ 5,65",02/05/2026,"R$ 833,32"
16/04/2026,Filial 1,Amex,Voucher,Online,"R$ 461,38","7,00%","R$ 5,09",07/05/2026,"R$ 423,99"
16/04/2026,Matriz,Mastercard,Débito,POS,"R$ 783,13","0,75%","R$ 1,78",30/04/2026,"R$ 775,48"
17/04/2026,Matriz,PIX,Débito,Online,"R$ 36,13","0,75%","R$ 8,48",05/05/2026,"R$ 27,38"
17/04/2026,Filial 1,Visa,Crédito,POS,"R$ 265,68","2,00%","R$ 22,40",24/04/2026,"R$ 237,97"
17/04/2026,Matriz,Elo,PIX,TEF,"R$ 657,62","0,30%","R$ 13,60",09/05/2026,"R$ 642,05"
17/04/2026,Filial 1,Amex,Voucher,Online,"R$ 185,56","7,00%","R$ 7,23",07/05/2026,"R$ 165,34"
17/04/2026,Matriz,Mastercard,Débito,POS,"R$ 429,45","0,75%","R$ 7,32",07/04/2026,"R$ 418,91"
18/04/2026,Matriz,PIX,Débito,Online,"R$ 298,33","0,75%","R$ 12,63",10/05/2026,"R$ 283,46"
18/04/2026,Filial 1,Visa,Crédito,POS,"R$ 392,21","2,00%","R$ 10,24",16/05/2026,"R$ 374,13"
18/04/2026,Matriz,Elo,PIX,TEF,"R$ 359,68","0,30%","R$ 7,74",06/04/2026,"R$ 350,86"
18/04/2026,Filial 1,Amex,Voucher,Online,"R$ 948,91","7,00%","R$ 8,89",17/05/2026,"R$ 873,60"
18/04/2026,Matriz,Mastercard,Débito,POS,"R$ 261,28","0,75%","R$ 5,40",23/04/2026,"R$ 253,92"
19/04/2026,Matriz,PIX,Débito,Online,"R$ 940,12","0,75%","R$ 3,56",08/04/2026,"R$ 929,51"
19/04/2026,Filial 1,Visa,Crédito,POS,"R$ 88,33","2,00%","R$ 7,44",23/04/2026,"R$ 79,12"
19/04/2026,Matriz,Elo,PIX,TEF,"R$ 246,65","0,30%","R$ 19,83",26/04/2026,"R$ 226,08"
19/04/2026,Filial 1,Amex,Voucher,Online,"R$ 857,85","7,00%","R$ 9,63",04/04/2026,"R$ 788,17"
19/04/2026,Matriz,Mastercard,Débito,POS,"R$ 138,47","0,75%","R$ 0,42",04/05/2026,"R$ 137,01"
20/04/2026,Matriz,PIX,Débito,Online,"R$ 623,66","0,75%","R$ 5,06",17/04/2026,"R$ 613,92"
20/04/2026,Filial 1,Visa,Crédito,POS,"R$ 117,53","2,00%","R$ 9,58",13/05/2026,"R$ 105,60"
20/04/2026,Matriz,Elo,PIX,TEF,"R$ 999,17","0,30%","R$ 8,39",10/04/2026,"R$ 987,78"
20/04/2026,Filial 1,Amex,Voucher,Online,"R$ 992,26","7,00%","R$ 6,78",14/04/2026,"R$ 916,02"
20/04/2026,Matriz,Mastercard,Débito,POS,"R$ 901,55","0,75%","R$ 8,52",14/05/2026,"R$ 886,27"
21/04/2026,Matriz,PIX,Débito,Online,"R$ 553,73","0,75%","R$ 1,71",08/05/2026,"R$ 547,87"
21/04/2026,Filial 1,Visa,Crédito,POS,"R$ 776,15","2,00%","R$ 12,70",23/04/2026,"R$ 747,93"
21/04/2026,Matriz,Elo,PIX,TEF,"R$ 161,68","0,30%","R$ 5,97",22/04/2026,"R$ 155,22"
21/04/2026,Filial 1,Amex,Voucher,Online,"R$ 136,00","7,00%","R$ 2,96",27/04/2026,"R$ 123,52"
21/04/2026,Matriz,Mastercard,Débito,POS,"R$ 688,67","0,75%","R$ 12,66",13/05/2026,"R$ 670,84"
22/04/2026,Matriz,PIX,Débito,Online,"R$ 224,96","0,75%","R$ 7,19",09/04/2026,"R$ 216,08"
22/04/2026,Filial 1,Visa,Crédito,POS,"R$ 56,33","2,00%","R$ 13,57",02/05/2026,"R$ 41,63"
22/04/2026,Matriz,Elo,PIX,TEF,"R$ 491,08","0,30%","R$ 2,46",08/04/2026,"R$ 487,15"
22/04/2026,Filial 1,Amex,Voucher,Online,"R$ 611,86","7,00%","R$ 9,92",01/05/2026,"R$ 559,11"
22/04/2026,Matriz,Mastercard,Débito,POS,"R$ 299,46","0,75%","R$ 14,82",18/05/2026,"R$ 282,39"
23/04/2026,Matriz,PIX,Débito,Online,"R$ 16,90","0,75%","R$ 11,40",19/04/2026,"R$ 5,37"
23/04/2026,Filial 1,Visa,Crédito,POS,"R$ 653,65","2,00%","R$ 17,87",01/05/2026,"R$ 622,71"
23/04/2026,Matriz,Elo,PIX,TEF,"R$ 185,87","0,30%","R$ 10,93",14/05/2026,"R$ 174,38"
23/04/2026,Filial 1,Amex,Voucher,Online,"R$ 116,89","7,00%","R$ 6,95",01/04/2026,"R$ 101,76"
23/04/2026,Matriz,Mastercard,Débito,POS,"R$ 976,28","0,75%","R$ 14,73",25/05/2026,"R$ 954,23"
24/04/2026,Matriz,PIX,Débito,Online,"R$ 38,54","0,75%","R$ 2,33",01/05/2026,"R$ 35,92"
24/04/2026,Filial 1,Visa,Crédito,POS,"R$ 406,52","2,00%","R$ 10,77",12/05/2026,"R$ 387,62"
24/04/2026,Matriz,Elo,PIX,TEF,"R$ 504,12","0,30%","R$ 7,10",06/04/2026,"R$ 495,51"
24/04/2026,Filial 1,Amex,Voucher,Online,"R$ 127,86","7,00%","R$ 5,86",22/04/2026,"R$ 113,05"
24/04/2026,Matriz,Mastercard,Débito,POS,"R$ 978,56","0,75%","R$ 1,64",20/04/2026,"R$ 969,58"
25/04/2026,Matriz,PIX,Débito,Online,"R$ 817,43","0,75%","R$ 1,14",02/05/2026,"R$ 810,16"
25/04/2026,Filial 1,Visa,Crédito,POS,"R$ 820,30","2,00%","R$ 1,75",09/05/2026,"R$ 802,14"
25/04/2026,Matriz,Elo,PIX,TEF,"R$ 40,72","0,30%","R$ 6,62",08/04/2026,"R$ 33,98"
25/04/2026,Filial 1,Amex,Voucher,Online,"R$ 595,34","7,00%","R$ 17,20",16/05/2026,"R$ 536,47"
25/04/2026,Matriz,Mastercard,Débito,POS,"R$ 540,64","0,75%","R$ 22,34",08/04/2026,"R$ 514,25"
26/04/2026,Matriz,PIX,Débito,Online,"R$ 98,23","0,75%","R$ 11,22",09/05/2026,"R$ 86,27"
26/04/2026,Filial 1,Visa,Crédito,POS,"R$ 467,79","2,00%","R$ 5,40",20/05/2026,"R$ 453,03"
26/04/2026,Matriz,Elo,PIX,TEF,"R$ 164,39","0,30%","R$ 5,08",01/04/2026,"R$ 158,82"
26/04/2026,Filial 1,Amex,Voucher,Online,"R$ 125,65","7,00%","R$ 5,12",19/05/2026,"R$ 111,73"
26/04/2026,Matriz,Mastercard,Débito,POS,"R$ 581,29","0,75%","R$ 0,73",05/04/2026,"R$ 576,20"
27/04/2026,Matriz,PIX,Débito,Online,"R$ 575,85","0,75%","R$ 1,66",20/04/2026,"R$ 569,87"
27/04/2026,Filial 1,Visa,Crédito,POS,"R$ 956,32","2,00%","R$ 20,25",09/05/2026,"R$ 916,94"
27/04/2026,Matriz,Elo,PIX,TEF,"R$ 310,48","0,30%","R$ 12,31",15/04/2026,"R$ 297,24"
27/04/2026,Filial 1,Amex,Voucher,Online,"R$ 344,32","7,00%","R$ 6,62",30/04/2026,"R$ 313,60"
27/04/2026,Matriz,Mastercard,Débito,POS,"R$ 643,22","0,75%","R$ 5,97",23/05/2026,"R$ 632,43"
28/04/2026,Matriz,PIX,Débito,Online,"R$ 748,95","0,75%","R$ 2,15",25/04/2026,"R$ 741,18"
28/04/2026,Filial 1,Visa,Crédito,POS,"R$ 939,53","2,00%","R$ 2,93",10/04/2026,"R$ 917,81"
28/04/2026,Matriz,Elo,PIX,TEF,"R$ 387,53","0,30%","R$ 19,40",28/05/2026,"R$ 366,97"
28/04/2026,Filial 1,Amex,Voucher,Online,"R$ 954,05","7,00%","R$ 10,07",16/05/2026,"R$ 877,20"
28/04/2026,Matriz,Mastercard,Débito,POS,"R$ 20,14","0,75%","R$ 1,99",24/05/2026,"R$ 18,00"
29/04/2026,Matriz,PIX,Débito,Online,"R$ 874,94","0,75%","R$ 3,53",20/04/2026,"R$ 864,85"
29/04/2026,Filial 1,Visa,Crédito,POS,"R$ 789,49","2,00%","R$ 3,61",05/04/2026,"R$ 770,09"
29/04/2026,Matriz,Elo,PIX,TEF,"R$ 186,09","0,30%","R$ 5,52",24/05/2026,"R$ 180,01"
29/04/2026,Filial 1,Amex,Voucher,Online,"R$ 948,61","7,00%","R$ 9,23",03/05/2026,"R$ 872,98"
29/04/2026,Matriz,Mastercard,Débito,POS,"R$ 640,14","0,75%","R$ 11,78",04/05/2026,"R$ 623,56"
30/04/2026,Matriz,PIX,Débito,Online,"R$ 381,29","0,75%","R$ 10,32",16/05/2026,"R$ 368,11"
30/04/2026,Filial 1,Visa,Crédito,POS,"R$ 992,47","2,00%","R$ 5,83",09/05/2026,"R$ 966,79"
30/04/2026,Matriz,Elo,PIX,TEF,"R$ 121,15","0,30%","R$ 11,59",03/04/2026,"R$ 109,20"
30/04/2026,Filial 1,Amex,Voucher,Online,"R$ 876,34","7,00%","R$ 10,53",17/04/2026,"R$ 804,47"
30/04/2026,Matriz,Mastercard,Débito,POS,"R$ 417,14","0,75%","R$ 8,75",06/05/2026,"R$ 405,26"
01/05/2026,Matriz,PIX,Débito,Online,"R$ 428,88","0,75%","R$ 2,00",16/05/2026,"R$ 423,66"
01/05/2026,Filial 1,Visa,Crédito,POS,"R$ 401,46","2,00%","R$ 5,00",16/05/2026,"R$ 388,43"
01/05/2026,Matriz,Elo,PIX,TEF,"R$ 444,94","0,30%","R$ 3,00",16/05/2026,"R$ 440,61"
01/05/2026,Filial 1,Amex,Voucher,Online,"R$ 438,91","7,00%","R$ 8,00",16/05/2026,"R$ 400,19"
01/05/2026,Matriz,Mastercard,Débito,POS,"R$ 392,66","0,75%","R$ 5,00",16/05/2026,"R$ 384,72"
02/05/2026,Matriz,PIX,Débito,Online,"R$ 387,50","0,75%","R$ 2,00",17/05/2026,"R$ 382,59"
02/05/2026,Filial 1,Visa,Crédito,POS,"R$ 403,66","2,00%","R$ 5,00",17/05/2026,"R$ 390,59"
02/05/2026,Matriz,Elo,PIX,TEF,"R$ 448,96","0,30%","R$ 3,00",17/05/2026,"R$ 444,61"
02/05/2026,Filial 1,Amex,Voucher,Online,"R$ 418,19","7,00%","R$ 8,00",17/05/2026,"R$ 380,92"
02/05/2026,Matriz,Mastercard,Débito,POS,"R$ 428,73","0,75%","R$ 5,00",17/05/2026,"R$ 420,51"
03/05/2026,Matriz,PIX,Débito,Online,"R$ 367,75","0,75%","R$ 2,00",18/05/2026,"R$ 362,99"
03/05/2026,Filial 1,Visa,Crédito,POS,"R$ 365,01","2,00%","R$ 5,00",18/05/2026,"R$ 352,71"
03/05/2026,Matriz,Elo,PIX,TEF,"R$ 424,75","0,30%","R$ 3,00",18/05/2026,"R$ 420,48"
03/05/2026,Filial 1,Amex,Voucher,Online,"R$ 454,72","7,00%","R$ 8,00",18/05/2026,"R$ 414,89"
03/05/2026,Matriz,Mastercard,Débito,POS,"R$ 456,93","0,75%","R$ 5,00",18/05/2026,"R$ 448,50"
04/05/2026,Matriz,PIX,Débito,Online,"R$ 382,15","0,75%","R$ 2,00",19/05/2026,"R$ 377,28"
04/05/2026,Filial 1,Visa,Crédito,POS,"R$ 422,16","2,00%","R$ 5,00",19/05/2026,"R$ 408,72"
04/05/2026,Matriz,Elo,PIX,TEF,"R$ 404,32","0,30%","R$ 3,00",19/05/2026,"R$ 400,11"
04/05/2026,Filial 1,Amex,Voucher,Online,"R$ 393,70","7,00%","R$ 8,00",19/05/2026,"R$ 358,14"
04/05/2026,Matriz,Mastercard,Débito,POS,"R$ 408,09","0,75%","R$ 5,00",19/05/2026,"R$ 400,03"
05/05/2026,Matriz,PIX,Débito,Online,"R$ 396,53","0,75%","R$ 2,00",20/05/2026,"R$ 391,56"
05/05/2026,Filial 1,Visa,Crédito,POS,"R$ 412,43","2,00%","R$ 5,00",20/05/2026,"R$ 399,18"
05/05/2026,Matriz,Elo,PIX,TEF,"R$ 439,39","0,30%","R$ 3,00",20/05/2026,"R$ 435,07"
05/05/2026,Filial 1,Amex,Voucher,Online,"R$ 371,43","7,00%","R$ 8,00",20/05/2026,"R$ 337,43"
05/05/2026,Matriz,Mastercard,Débito,POS,"R$ 355,61","0,75%","R$ 5,00",20/05/2026,"R$ 347,94"
06/05/2026,Matriz,PIX,Débito,Online,"R$ 371,62","0,75%","R$ 2,00",21/05/2026,"R$ 366,83"
06/05/2026,Filial 1,Visa,Crédito,POS,"R$ 381,65","2,00%","R$ 5,00",21/05/2026,"R$ 369,02"
06/05/2026,Matriz,Elo,PIX,TEF,"R$ 352,20","0,30%","R$ 3,00",21/05/2026,"R$ 348,14"
06/05/2026,Filial 1,Amex,Voucher,Online,"R$ 437,72","7,00%","R$ 8,00",21/05/2026,"R$ 399,08"
06/05/2026,Matriz,Mastercard,Débito,POS,"R$ 448,94","0,75%","R$ 5,00",21/05/2026,"R$ 440,57"
07/05/2026,Matriz,PIX,Débito,Online,"R$ 448,67","0,75%","R$ 2,00",22/05/2026,"R$ 443,30"
07/05/2026,Filial 1,Visa,Crédito,POS,"R$ 415,91","2,00%","R$ 5,00",22/05/2026,"R$ 402,59"
07/05/2026,Matriz,Elo,PIX,TEF,"R$ 398,99","0,30%","R$ 3,00",22/05/2026,"R$ 394,79"
07/05/2026,Filial 1,Amex,Voucher,Online,"R$ 382,94","7,00%","R$ 8,00",22/05/2026,"R$ 348,13"
07/05/2026,Matriz,Mastercard,Débito,POS,"R$ 396,89","0,75%","R$ 5,00",22/05/2026,"R$ 388,91"
08/05/2026,Matriz,PIX,Débito,Online,"R$ 418,03","0,75%","R$ 2,00",23/05/2026,"R$ 412,89"
08/05/2026,Filial 1,Visa,Crédito,POS,"R$ 425,01","2,00%","R$ 5,00",23/05/2026,"R$ 411,51"
08/05/2026,Matriz,Elo,PIX,TEF,"R$ 380,75","0,30%","R$ 3,00",23/05/2026,"R$ 376,61"
08/05/2026,Filial 1,Amex,Voucher,Online,"R$ 437,87","7,00%","R$ 8,00",23/05/2026,"R$ 399,22"
08/05/2026,Matriz,Mastercard,Débito,POS,"R$ 435,33","0,75%","R$ 5,00",23/05/2026,"R$ 427,07"
09/05/2026,Matriz,PIX,Débito,Online,"R$ 395,41","0,75%","R$ 2,00",24/05/2026,"R$ 390,44"
09/05/2026,Filial 1,Visa,Crédito,POS,"R$ 376,59","2,00%","R$ 5,00",24/05/2026,"R$ 364,06"
09/05/2026,Matriz,Elo,PIX,TEF,"R$ 433,65","0,30%","R$ 3,00",24/05/2026,"R$ 429,35"
09/05/2026,Filial 1,Amex,Voucher,Online,"R$ 453,32","7,00%","R$ 8,00",24/05/2026,"R$ 413,59"
09/05/2026,Matriz,Mastercard,Débito,POS,"R$ 393,48","0,75%","R$ 5,00",24/05/2026,"R$ 385,53"
10/05/2026,Matriz,PIX,Débito,Online,"R$ 404,58","0,75%","R$ 2,00",25/05/2026,"R$ 399,55"
10/05/2026,Filial 1,Visa,Crédito,POS,"R$ 390,40","2,00%","R$ 5,00",25/05/2026,"R$ 377,59"
10/05/2026,Matriz,Elo,PIX,TEF,"R$ 425,29","0,30%","R$ 3,00",25/05/2026,"R$ 421,01"
10/05/2026,Filial 1,Amex,Voucher,Online,"R$ 386,96","7,00%","R$ 8,00",25/05/2026,"R$ 351,87"
10/05/2026,Matriz,Mastercard,Débito,POS,"R$ 437,51","0,75%","R$ 5,00",25/05/2026,"R$ 429,23"
11/05/2026,Matriz,PIX,Débito,Online,"R$ 415,89","0,75%","R$ 2,00",26/05/2026,"R$ 410,77"
11/05/2026,Filial 1,Visa,Crédito,POS,"R$ 458,29","2,00%","R$ 5,00",26/05/2026,"R$ 444,12"
11/05/2026,Matriz,Elo,PIX,TEF,"R$ 421,80","0,30%","R$ 3,00",26/05/2026,"R$ 417,53"
