DATA;LOJA;BANDEIRA;MODALIDADE;MODULO;VALOR_BRUTO;TAXA_PERCENTUAL;VALOR_TAXA;DATA_PREVISTA;VALOR_LIQUIDO
24/04/2026;Matriz;Mastercard;Débito;POS;978,56;0,75%;1,64;20/04/2026;969,58
25/04/2026;Matriz;PIX;Débito;Online;817,43;0,75%;1,14;02/05/2026;810,16
25/04/2026;Filial 1;Visa;Crédito;POS;820,30;2,00%;1,75;09/05/2026;802,14
25/04/2026;Matriz;Elo;PIX;TEF;40,72;0,30%;6,62;08/04/2026;33,98
25/04/2026;Filial 1;Amex;Voucher;Online;595,34;7,00%;17,20;16/05/2026;536,47
25/04/2026;Matriz;Mastercard;Débito;POS;540,64;0,75%;22,34;08/04/2026;514,25
26/04/2026;Matriz;PIX;Débito;Online;98,23;0,75%;11,22;09/05/2026;86,27
26/04/2026;Filial 1;Visa;Crédito;POS;467,79;2,00%;5,40;20/05/2026;453,03
26/04/2026;Matriz;Elo;PIX;TEF;164,39;0,30%;5,08;01/04/2026;158,82
26/04/2026;Filial 1;Amex;Voucher;Online;125,65;7,00%;5,12;19/05/2026;111,73
26/04/2026;Matriz;Mastercard;Débito;POS;581,29;0,75%;0,73;05/04/2026;576,20
27/04/2026;Matriz;PIX;Débito;Online;575,85;0,75%;1,66;20/04/2026;569,87
27/04/2026;Filial 1;Visa;Crédito;POS;956,32;2,00%;20,25;09/05/2026;916,94
27/04/2026;Matriz;Elo;PIX;TEF;310,48;0,30%;12,31;15/04/2026;297,24
27/04/2026;Filial 1;Amex;Voucher;Online;344,32;7,00%;6,62;30/04/2026;313,60
27/04/2026;Matriz;Mastercard;Débito;POS;643,22;0,75%;5,97;23/05/2026;632,43
28/04/2026;Matriz;PIX;Débito;Online;748,95;0,75%;2,15;25/04/2026;741,18
28/04/2026;Filial 1;Visa;Crédito;POS;939,53;2,00%;2,93;10/04/2026;917,81
28/04/2026;Matriz;Elo;PIX;TEF;387,53;0,30%;19,40;28/05/2026;366,97
28/04/2026;Filial 1;Amex;Voucher;Online;954,05;7,00%;10,07;16/05/2026;877,20
28/04/2026;Matriz;Mastercard;Débito;POS;20,14;0,75%;1,99;24/05/2026;18,00
29/04/2026;Matriz;PIX;Débito;Online;874,94;0,75%;3,53;20/04/2026;864,85
29/04/2026;Filial 1;Visa;Crédito;POS;789,49;2,00%;3,61;05/04/2026;770,09
29/04/2026;Matriz;Elo;PIX;TEF;186,09;0,30%;5,52;24/05/2026;180,01
29/04/2026;Filial 1;Amex;Voucher;Online;948,61;7,00%;9,23;03/05/2026;872,98
29/04/2026;Matriz;Mastercard;Débito;POS;640,14;0,75%;11,78;04/05/2026;623,56
30/04/2026;Matriz;PIX;Débito;Online;381,29;0,75%;10,32;16/05/2026;368,11
30/04/2026;Filial 1;Visa;Crédito;POS;992,47;2,00%;5,83;09/05/2026;966,79
30/04/2026;Matriz;Elo;PIX;TEF;121,15;0,30%;11,59;03/04/2026;109,20
30/04/2026;Filial 1;Amex;Voucher;Online;876,34;7,00%;10,53;17/04/2026;804,47
30/04/2026;Matriz;Mastercard;Débito;POS;417,14;0,75%;8,75;06/05/2026;405,26
01/05/2026;Matriz;PIX;Débito;Online;428,88;0,75%;2,00;16/05/2026;423,66
01/05/2026;Filial 1;Visa;Crédito;POS;401,46;2,00%;5,00;16/05/2026;388,43
01/05/2026;Matriz;Elo;PIX;TEF;444,94;0,30%;3,00;16/05/2026;440,61
01/05/2026;Filial 1;Amex;Voucher;Online;438,91;7,00%;8,00;16/05/2026;400,19
01/05/2026;Matriz;Mastercard;Débito;POS;392,66;0,75%;5,00;16/05/2026;384,72
02/05/2026;Matriz;PIX;Débito;Online;387,50;0,75%;2,00;17/05/2026;382,59
02/05/2026;Filial 1;Visa;Crédito;POS;403,66;2,00%;5,00;17/05/2026;390,59
02/05/2026;Matriz;Elo;PIX;TEF;448,96;0,30%;3,00;17/05/2026;444,61
02/05/2026;Filial 1;Amex;Voucher;Online;418,19;7,00%;8,00;17/05/2026;380,92
02/05/2026;Matriz;Mastercard;Débito;POS;428,73;0,75%;5,00;17/05/2026;420,51
03/05/2026;Matriz;PIX;Débito;Online;367,75;0,75%;2,00;18/05/2026;362,99
03/05/2026;Filial 1;Visa;Crédito;POS;365,01;2,00%;5,00;18/05/2026;352,71
03/05/2026;Matriz;Elo;PIX;TEF;424,75;0,30%;3,00;18/05/2026;420,48
03/05/2026;Filial 1;Amex;Voucher;Online;454,72;7,00%;8,00;18/05/2026;414,89
03/05/2026;Matriz;Mastercard;Débito;POS;456,93;0,75%;5,00;18/05/2026;448,50
04/05/2026;Matriz;PIX;Débito;Online;382,15;0,75%;2,00;19/05/2026;377,28
04/05/2026;Filial 1;Visa;Crédito;POS;422,16;2,00%;5,00;19/05/2026;408,72
04/05/2026;Matriz;Elo;PIX;TEF;404,32;0,30%;3,00;19/05/2026;400,11
04/05/2026;Filial 1;Amex;Voucher;Online;393,70;7,00%;8,00;19/05/2026;358,14
04/05/2026;Matriz;Mastercard;Débito;POS;408,09;0,75%;5,00;19/05/2026;400,03
05/05/2026;Matriz;PIX;Débito;Online;396,53;0,75%;2,00;20/05/2026;391,56
05/05/2026;Filial 1;Visa;Crédito;POS;412,43;2,00%;5,00;20/05/2026;399,18
05/05/2026;Matriz;Elo;PIX;TEF;439,39;0,30%;3,00;20/05/2026;435,07
05/05/2026;Filial 1;Amex;Voucher;Online;371,43;7,00%;8,00;20/05/2026;337,43
05/05/2026;Matriz;Mastercard;Débito;POS;355,61;0,75%;5,00;20/05/2026;347,94
06/05/2026;Matriz;PIX;Débito;Online;371,62;0,75%;2,00;21/05/2026;366,83
06/05/2026;Filial 1;Visa;Crédito;POS;381,65;2,00%;5,00;21/05/2026;369,02
06/05/2026;Matriz;Elo;PIX;TEF;352,20;0,30%;3,00;21/05/2026;348,14
06/05/2026;Filial 1;Amex;Voucher;Online;437,72;7,00%;8,00;21/05/2026;399,08
06/05/2026;Matriz;Mastercard;Débito;POS;448,94;0,75%;5,00;21/05/2026;440,57
07/05/2026;Matriz;PIX;Débito;Online;448,67;0,75%;2,00;22/05/2026;443,30
07/05/2026;Filial 1;Visa;Crédito;POS;415,91;2,00%;5,00;22/05/2026;402,59
07/05/2026;Matriz;Elo;PIX;TEF;398,99;0,30%;3,00;22/05/2026;394,79
07/05/2026;Filial 1;Amex;Voucher;Online;382,94;7,00%;8,00;22/05/2026;348,13
07/05/2026;Matriz;Mastercard;Débito;POS;396,89;0,75%;5,00;22/05/2026;388,91
08/05/2026;Matriz;PIX;Débito;Online;418,03;0,75%;2,00;23/05/2026;412,89
08/05/2026;Filial 1;Visa;Crédito;POS;425,01;2,00%;5,00;23/05/2026;411,51
08/05/2026;Matriz;Elo;PIX;TEF;380,75;0,30%;3,00;23/05/2026;376,61
08/05/2026;Filial 1;Amex;Voucher;Online;437,87;7,00%;8,00;23/05/2026;399,22
08/05/2026;Matriz;Mastercard;Débito;POS;435,33;0,75%;5,00;23/05/2026;427,07
09/05/2026;Matriz;PIX;Débito;Online;395,41;0,75%;2,00;24/05/2026;390,44
09/05/2026;Filial 1;Visa;Crédito;POS;376,59;2,00%;5,00;24/05/2026;364,06
09/05/2026;Matriz;Elo;PIX;TEF;433,65;0,30%;3,00;24/05/2026;429,35
09/05/2026;Filial 1;Amex;Voucher;Online;453,32;7,00%;8,00;24/05/2026;413,59
09/05/2026;Matriz;Mastercard;Débito;POS;393,48;0,75%;5,00;24/05/2026;385,53
10/05/2026;Matriz;PIX;Débito;Online;404,58;0,75%;2,00;25/05/2026;399,55
10/05/2026;Filial 1;Visa;Crédito;POS;390,40;2,00%;5,00;25/05/2026;377,59
10/05/2026;Matriz;Elo;PIX;TEF;425,29;0,30%;3,00;25/05/2026;421,01
10/05/2026;Filial 1;Amex;Voucher;Online;386,96;7,00%;8,00;25/05/2026;351,87
10/05/2026;Matriz;Mastercard;Débito;POS;437,51;0,75%;5,00;25/05/2026;429,23
11/05/2026;Matriz;PIX;Débito;Online;415,89;0,75%;2,00;26/05/2026;410,77
11/05/2026;Filial 1;Visa;Crédito;POS;458,29;2,00%;5,00;26/05/2026;444,12
11/05/2026;Matriz;Elo;PIX;TEF;421,80;0,30%;3,00;26/05/2026;417,53
11/05/2026;Filial 1;Amex;Voucher;Online;411,19;7,00%;8,00;26/05/2026;374,41
11/05/2026;Matriz;Mastercard;Débito;POS;458,66;0,75%;5,00;26/05/2026;450,22
12/05/2026;Matriz;PIX;Débito;Online;404,26;0,75%;2,00;27/05/2026;399,23
12/05/2026;Filial 1;Visa;Crédito;POS;396,36;2,00%;5,00;27/05/2026;383,43
12/05/2026;Matriz;Elo;PIX;TEF;389,95;0,30%;3,00;27/05/2026;385,78
12/05/2026;Filial 1;Amex;Voucher;Online;404,28;7,00%;8,00;27/05/2026;367,98
12/05/2026;Matriz;Mastercard;Débito;POS;411,54;0,75%;5,00;27/05/2026;403,45
13/05/2026;Matriz;PIX;Débito;Online;421,35;0,75%;2,00;28/05/2026;416,19
13/05/2026;Filial 1;Visa;Crédito;POS;453,51;2,00%;5,00;28/05/2026;439,44
13/05/2026;Matriz;Elo;PIX;TEF;458,38;0,30%;3,00;28/05/2026;454,00
13/05/2026;Filial 1;Amex;Voucher;Online;441,54;7,00%;8,00;28/05/2026;402,63
13/05/2026;Matriz;Mastercard;Débito;POS;448,02;0,75%;5,00;28/05/2026;439,66
14/05/2026;Matriz;PIX;Débito;Online;448,42;0,75%;2,00;29/05/2026;443,06
14/05/2026;Filial 1;Visa;Crédito;POS;415,39;2,00%;5,00;29/05/2026;402,08
14/05/2026;Matriz;Elo;PIX;TEF;359,23;0,30%;3,00;29/05/2026;355,15
14/05/2026;Filial 1;Amex;Voucher;Online;397,05;7,00%;8,00;29/05/2026;361,26
14/05/2026;Matriz;Mastercard;Débito;POS;368,70;0,75%;5,00;29/05/2026;360,93
15/05/2026;Matriz;PIX;Débito;Online;448,38;0,75%;2,00;30/05/2026;443,02
15/05/2026;Filial 1;Visa;Crédito;POS;422,80;2,00%;5,00;30/05/2026;409,34
15/05/2026;Matriz;Elo;PIX;TEF;419,78;0,30%;3,00;30/05/2026;415,52
15/05/2026;Filial 1;Amex;Voucher;Online;390,24;7,00%;8,00;30/05/2026;354,92
15/05/2026;Matriz;Mastercard;Débito;POS;386,20;0,75%;5,00;30/05/2026;378,30
16/05/2026;Matriz;PIX;Débito;Online;438,08;0,75%;2,00;31/05/2026;432,79
16/05/2026;Filial 1;Visa;Crédito;POS;454,78;2,00%;5,00;31/05/2026;440,68
16/05/2026;Matriz;Elo;PIX;TEF;431,60;0,30%;3,00;31/05/2026;427,31
16/05/2026;Filial 1;Amex;Voucher;Online;412,58;7,00%;8,00;31/05/2026;375,70
16/05/2026;Matriz;Mastercard;Débito;POS;447,51;0,75%;5,00;31/05/2026;439,15
17/05/2026;Matriz;PIX;Débito;Online;444,29;0,75%;2,00;01/06/2026;438,96
17/05/2026;Filial 1;Visa;Crédito;POS;351,00;2,00%;5,00;01/06/2026;338,98
17/05/2026;Matriz;Elo;PIX;TEF;404,70;0,30%;3,00;01/06/2026;400,49
17/05/2026;Filial 1;Amex;Voucher;Online;420,08;7,00%;8,00;01/06/2026;382,67
17/05/2026;Matriz;Mastercard;Débito;POS;408,18;0,75%;5,00;01/06/2026;400,12
18/05/2026;Matriz;PIX;Débito;Online;434,17;0,75%;2,00;02/06/2026;428,91
18/05/2026;Filial 1;Visa;Crédito;POS;388,72;2,00%;5,00;02/06/2026;375,95
18/05/2026;Matriz;Elo;PIX;TEF;359,81;0,30%;3,00;02/06/2026;355,73
18/05/2026;Filial 1;Amex;Voucher;Online;406,24;7,00%;8,00;02/06/2026;369,80
18/05/2026;Matriz;Mastercard;Débito;POS;431,24;0,75%;5,00;02/06/2026;423,01
19/05/2026;Matriz;PIX;Débito;Online;364,83;0,75%;2,00;03/06/2026;360,09
19/05/2026;Filial 1;Visa;Crédito;POS;374,31;2,00%;5,00;03/06/2026;361,82
19/05/2026;Matriz;Elo;PIX;TEF;404,91;0,30%;3,00;03/06/2026;400,70
19/05/2026;Filial 1;Amex;Voucher;Online;443,50;7,00%;8,00;03/06/2026;404,46
19/05/2026;Matriz;Mastercard;Débito;POS;435,96;0,75%;5,00;03/06/2026;427,69
20/05/2026;Matriz;PIX;Débito;Online;352,06;0,75%;2,00;04/06/2026;347,42
20/05/2026;Filial 1;Visa;Crédito;POS;409,48;2,00%;5,00;04/06/2026;396,29
20/05/2026;Matriz;Elo;PIX;TEF;400,52;0,30%;3,00;04/06/2026;396,32
20/05/2026;Filial 1;Amex;Voucher;Online;431,49;7,00%;8,00;04/06/2026;393,29
20/05/2026;Matriz;Mastercard;Débito;POS;438,92;0,75%;5,00;04/06/2026;430,63
21/05/2026;Matriz;PIX;Débito;Online;389,91;0,75%;2,00;05/06/2026;384,99
21/05/2026;Filial 1;Visa;Crédito;POS;357,91;2,00%;5,00;05/06/2026;345,75
21/05/2026;Matriz;Elo;PIX;TEF;410,59;0,30%;3,00;05/06/2026;406,36
21/05/2026;Filial 1;Amex;Voucher;Online;427,70;7,00%;8,00;05/06/2026;389,76
21/05/2026;Matriz;Mastercard;Débito;POS;375,28;0,75%;5,00;05/06/2026;367,47
22/05/2026;Matriz;PIX;Débito;Online;372,54;0,75%;2,00;06/06/2026;367,75
22/05/2026;Filial 1;Visa;Crédito;POS;428,85;2,00%;5,00;06/06/2026;415,27
22/05/2026;Matriz;Elo;PIX;TEF;363,45;0,30%;3,00;06/06/2026;359,36
22/05/2026;Filial 1;Amex;Voucher;Online;430,87;7,00%;8,00;06/06/2026;392,71
22/05/2026;Matriz;Mastercard;Débito;POS;358,70;0,75%;5,00;06/06/2026;351,01
23/05/2026;Matriz;PIX;Débito;Online;427,16;0,75%;2,00;07/06/2026;421,96
23/05/2026;Filial 1;Visa;Crédito;POS;387,67;2,00%;5,00;07/06/2026;374,92
23/05/2026;Matriz;Elo;PIX;TEF;370,62;0,30%;3,00;07/06/2026;366,51
23/05/2026;Filial 1;Amex;Voucher;Online;382,12;7,00%;8,00;07/06/2026;347,37
23/05/2026;Matriz;Mastercard;Débito;POS;362,75;0,75%;5,00;07/06/2026;355,03
24/05/2026;Matriz;PIX;Débito;Online;389,77;0,75%;2,00;08/06/2026;384,85
24/05/2026;Filial 1;Visa;Crédito;POS;438,50;2,00%;5,00;08/06/2026;424,73
24/05/2026;Matriz;Elo;PIX;TEF;422,11;0,30%;3,00;08/06/2026;417,84
24/05/2026;Filial 1;Amex;Voucher;Online;379,22;7,00%;8,00;08/06/2026;344,67
24/05/2026;Matriz;Mastercard;Débito;POS;382,12;0,75%;5,00;08/06/2026;374,25
25/05/2026;Matriz;PIX;Débito;Online;432,99;0,75%;2,00;09/06/2026;427,74
25/05/2026;Filial 1;Visa;Crédito;POS;452,78;2,00%;5,00;09/06/2026;438,72
25/05/2026;Matriz;Elo;PIX;TEF;355,41;0,30%;3,00;09/06/2026;351,34
25/05/2026;Filial 1;Amex;Voucher;Online;446,72;7,00%;8,00;09/06/2026;407,45
25/05/2026;Matriz;Mastercard;Débito;POS;371,66;0,75%;5,00;09/06/2026;363,87
26/05/2026;Matriz;PIX;Débito;Online;384,02;0,75%;2,00;10/06/2026;379,14
26/05/2026;Filial 1;Visa;Crédito;POS;441,87;2,00%;5,00;10/06/2026;428,03
26/05/2026;Matriz;Elo;PIX;TEF;446,31;0,30%;3,00;10/06/2026;441,97
26/05/2026;Filial 1;Amex;Voucher;Online;445,27;7,00%;8,00;10/06/2026;406,10
26/05/2026;Matriz;Mastercard;Débito;POS;350,97;0,75%;5,00;10/06/2026;343,34
27/05/2026;Matriz;PIX;Débito;Online;388,14;0,75%;2,00;11/06/2026;383,23
27/05/2026;Filial 1;Visa;Crédito;POS;381,59;2,00%;5,00;11/06/2026;368,96
27/05/2026;Matriz;Elo;PIX;TEF;395,12;0,30%;3,00;11/06/2026;390,93
27/05/2026;Filial 1;Amex;Voucher;Online;427,04;7,00%;8,00;11/06/2026;389,15
27/05/2026;Matriz;Mastercard;Débito;POS;435,47;0,75%;5,00;11/06/2026;427,20
28/05/2026;Matriz;PIX;Débito;Online;437,74;0,75%;2,00;12/06/2026;432,46
28/05/2026;Filial 1;Visa;Crédito;POS;422,53;2,00%;5,00;12/06/2026;409,08
28/05/2026;Matriz;Elo;PIX;TEF;450,40;0,30%;3,00;12/06/2026;446,05
28/05/2026;Filial 1;Amex;Voucher;Online;385,33;7,00%;8,00;12/06/2026;350,36
28/05/2026;Matriz;Mastercard;Débito;POS;458,94;0,75%;5,00;12/06/2026;450,50
29/05/2026;Matriz;PIX;Débito;Online;374,79;0,75%;2,00;13/06/2026;369,98
29/05/2026;Filial 1;Visa;Crédito;POS;457,37;2,00%;5,00;13/06/2026;443,22
29/05/2026;Matriz;Elo;PIX;TEF;357,66;0,30%;3,00;13/06/2026;353,59
29/05/2026;Filial 1;Amex;Voucher;Online;388,51;7,00%;8,00;13/06/2026;353,31
29/05/2026;Matriz;Mastercard;Débito;POS;389,09;0,75%;5,00;13/06/2026;381,17
30/05/2026;Matriz;PIX;Débito;Online;427,57;0,75%;2,00;14/06/2026;422,36
30/05/2026;Filial 1;Visa;Crédito;POS;430,55;2,00%;5,00;14/06/2026;416,94
30/05/2026;Matriz;Elo;PIX;TEF;394,30;0,30%;3,00;14/06/2026;390,12
30/05/2026;Filial 1;Amex;Voucher;Online;433,44;7,00%;8,00;14/06/2026;395,10
30/05/2026;Matriz;Mastercard;Débito;POS;386,20;0,75%;5,00;14/06/2026;378,30
